dataset,size,algo,threshold,trial,time_us
reverse,29000,ms,0,3,956
reverse,29000,ms+ins,5,1,603
reverse,29000,ms+ins,5,2,587
reverse,29000,ms+ins,5,3,530
reverse,29000,ms+ins,10,1,461
reverse,29000,ms+ins,10,2,438
reverse,29000,ms+ins,10,3,470
reverse,29000,ms+ins,20,1,580
reverse,29000,ms+ins,20,2,665
reverse,29000,ms+ins,20,3,646
reverse,29000,ms+ins,30,1,1171
reverse,29000,ms+ins,30,2,1088
reverse,29000,ms+ins,30,3,970
reverse,29000,ms+ins,50,1,1157
reverse,29000,ms+ins,50,2,1136
reverse,29000,ms+ins,50,3,959
nearly,29000,ms,0,1,1251
nearly,29000,ms,0,2,1235
nearly,29000,ms,0,3,1124
nearly,29000,ms+ins,5,1,817
nearly,29000,ms+ins,5,2,670
nearly,29000,ms+ins,5,3,772
nearly,29000,ms+ins,10,1,669
nearly,29000,ms+ins,10,2,596
nearly,29000,ms+ins,10,3,565
nearly,29000,ms+ins,20,1,552
nearly,29000,ms+ins,20,2,580
nearly,29000,ms+ins,20,3,615
nearly,29000,ms+ins,30,1,565
nearly,29000,ms+ins,30,2,624
nearly,29000,ms+ins,30,3,587
nearly,29000,ms+ins,50,1,588
nearly,29000,ms+ins,50,2,606
nearly,29000,ms+ins,50,3,621
random,29500,ms,0,1,2407
random,29500,ms,0,2,2619
random,29500,ms,0,3,2682
random,29500,ms+ins,5,1,2089
random,29500,ms+ins,5,2,2022
random,29500,ms+ins,5,3,2459
random,29500,ms+ins,10,1,1902
random,29500,ms+ins,10,2,2122
random,29500,ms+ins,10,3,2035
random,29500,ms+ins,20,1,2338
random,29500,ms+ins,20,2,1950
random,29500,ms+ins,20,3,1965
random,29500,ms+ins,30,1,2206
random,29500,ms+ins,30,2,2573
random,29500,ms+ins,30,3,2589
random,29500,ms+ins,50,1,2391
random,29500,ms+ins,50,2,2469
random,29500,ms+ins,50,3,2055
reverse,29500,ms,0,1,1092
reverse,29500,ms,0,2,993
reverse,29500,ms,0,3,988
reverse,29500,ms+ins,5,1,646
reverse,29500,ms+ins,5,2,645
reverse,29500,ms+ins,5,3,688
reverse,29500,ms+ins,10,1,637
reverse,29500,ms+ins,10,2,595
reverse,29500,ms+ins,10,3,577
reverse,29500,ms+ins,20,1,704
reverse,29500,ms+ins,20,2,727
reverse,29500,ms+ins,20,3,559
reverse,29500,ms+ins,30,1,951
reverse,29500,ms+ins,30,2,931
reverse,29500,ms+ins,30,3,1030
reverse,29500,ms+ins,50,1,1162
reverse,29500,ms+ins,50,2,1159
reverse,29500,ms+ins,50,3,961
nearly,29500,ms,0,1,1272
nearly,29500,ms,0,2,1383
nearly,29500,ms,0,3,1162
nearly,29500,ms+ins,5,1,806
nearly,29500,ms+ins,5,2,927
nearly,29500,ms+ins,5,3,875
nearly,29500,ms+ins,10,1,631
nearly,29500,ms+ins,10,2,555
nearly,29500,ms+ins,10,3,596
nearly,29500,ms+ins,20,1,651
nearly,29500,ms+ins,20,2,592
nearly,29500,ms+ins,20,3,591
nearly,29500,ms+ins,30,1,577
nearly,29500,ms+ins,30,2,573
nearly,29500,ms+ins,30,3,634
nearly,29500,ms+ins,50,1,712
nearly,29500,ms+ins,50,2,732
nearly,29500,ms+ins,50,3,704
random,30000,ms,0,1,3242
random,30000,ms,0,2,3082
random,30000,ms,0,3,3427
random,30000,ms+ins,5,1,2458
random,30000,ms+ins,5,2,2520
random,30000,ms+ins,5,3,2816
random,30000,ms+ins,10,1,2687
random,30000,ms+ins,10,2,2616
random,30000,ms+ins,10,3,2792
random,30000,ms+ins,20,1,2609
random,30000,ms+ins,20,2,2591
random,30000,ms+ins,20,3,2671
random,30000,ms+ins,30,1,2766
random,30000,ms+ins,30,2,2732
random,30000,ms+ins,30,3,3784
random,30000,ms+ins,50,1,2540
random,30000,ms+ins,50,2,2523
random,30000,ms+ins,50,3,2557
reverse,30000,ms,0,1,1128
reverse,30000,ms,0,2,1124
reverse,30000,ms,0,3,1232
reverse,30000,ms+ins,5,1,665
reverse,30000,ms+ins,5,2,676
reverse,30000,ms+ins,5,3,711
reverse,30000,ms+ins,10,1,672
reverse,30000,ms+ins,10,2,575
reverse,30000,ms+ins,10,3,573
reverse,30000,ms+ins,20,1,725
reverse,30000,ms+ins,20,2,650
reverse,30000,ms+ins,20,3,678
reverse,30000,ms+ins,30,1,1056
reverse,30000,ms+ins,30,2,956
reverse,30000,ms+ins,30,3,1041
reverse,30000,ms+ins,50,1,1089
reverse,30000,ms+ins,50,2,1006
reverse,30000,ms+ins,50,3,1087
nearly,30000,ms,0,1,1322
nearly,30000,ms,0,2,1327
nearly,30000,ms,0,3,1224
nearly,30000,ms+ins,5,1,771
nearly,30000,ms+ins,5,2,764
nearly,30000,ms+ins,5,3,882
nearly,30000,ms+ins,10,1,711
nearly,30000,ms+ins,10,2,625
nearly,30000,ms+ins,10,3,625
nearly,30000,ms+ins,20,1,616
nearly,30000,ms+ins,20,2,564
nearly,30000,ms+ins,20,3,562
nearly,30000,ms+ins,30,1,648
nearly,30000,ms+ins,30,2,576
nearly,30000,ms+ins,30,3,567
nearly,30000,ms+ins,50,1,579
nearly,30000,ms+ins,50,2,579
nearly,30000,ms+ins,50,3,587
